lncRNA_id,line1_name,line1_family,chr,lncrna_start,lncrna_end,line1_start,line1_end,association_type,distance
ENSG00000289272.1,L1MB1,L1,chr2,44228188,44229195,44254462,44254566,proximal,25267
ENSG00000289272.1,L1MB1,L1,chr2,44228188,44229195,44254867,44255571,proximal,25672
ENSG00000289272.1,L1MB1,L1,chr2,44228188,44229195,44256310,44256886,proximal,27115
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44256910,44257024,proximal,27715
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44257325,44257521,proximal,28130
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44257798,44257975,proximal,28603
ENSG00000289272.1,L1PA4,L1,chr2,44228188,44229195,44258718,44258879,proximal,29523
ENSG00000289272.1,L1PA4,L1,chr2,44228188,44229195,44259180,44259445,proximal,29985
ENSG00000289272.1,L1PA4,L1,chr2,44228188,44229195,44260054,44262788,proximal,30859
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44263735,44264109,proximal,34540
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44264413,44264604,proximal,35218
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44264881,44265216,proximal,35686
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44265516,44266263,proximal,36321
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44266869,44266963,proximal,37674
ENSG00000289272.1,L1MB2,L1,chr2,44228188,44229195,44268661,44269235,proximal,39466
ENSG00000289272.1,L1MB2,L1,chr2,44228188,44229195,44269544,44269865,proximal,40349
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44270206,44270416,proximal,41011
ENSG00000289272.1,L1M5,L1,chr2,44228188,44229195,44271769,44271964,proximal,42574
ENSG00000289272.1,L1MB3,L1,chr2,44228188,44229195,44273714,44274026,proximal,44519
ENSG00000289272.1,L1MB3,L1,chr2,44228188,44229195,44274608,44274707,proximal,45413
ENSG00000234160.1,L1ME4b,L1,chr9,37509150,37510299,37467258,37467500,proximal,41650
ENSG00000234160.1,L1M5,L1,chr9,37509150,37510299,37469697,37469733,proximal,39417
ENSG00000234160.1,L1M5,L1,chr9,37509150,37510299,37470031,37470207,proximal,38943
ENSG00000234160.1,L1ME4b,L1,chr9,37509150,37510299,37470530,37470639,proximal,38511
ENSG00000234160.1,L1ME4b,L1,chr9,37509150,37510299,37470937,37471165,proximal,37985
ENSG00000234160.1,L1ME4b,L1,chr9,37509150,37510299,37471658,37471876,proximal,37274
ENSG00000234160.1,L1MEc,L1,chr9,37509150,37510299,37472232,37472698,proximal,36452
ENSG00000234160.1,L1MEc,L1,chr9,37509150,37510299,37473108,37473174,proximal,35976
ENSG00000234160.1,L1MEc,L1,chr9,37509150,37510299,37473478,37473504,proximal,35646
ENSG00000234160.1,L1MEc,L1,chr9,37509150,37510299,37474440,37474958,proximal,34192
ENSG00000234160.1,L1PA13,L1,chr9,37509150,37510299,37480455,37480790,proximal,28360
ENSG00000234160.1,L1ME4a,L1,chr9,37509150,37510299,37481138,37481334,proximal,27816
ENSG00000234160.1,L1MC4,L1,chr9,37509150,37510299,37484156,37484233,proximal,24917
ENSG00000234160.1,L1MC4,L1,chr9,37509150,37510299,37484532,37484617,proximal,24533
ENSG00000234160.1,L1MC4,L1,chr9,37509150,37510299,37484909,37485028,proximal,24122
ENSG00000234160.1,L1MC4,L1,chr9,37509150,37510299,37506535,37507561,proximal,1589
ENSG00000234160.1,L1MC4,L1,chr9,37509150,37510299,37507723,37507770,proximal,1380
ENSG00000234160.1,L1MC3,L1,chr9,37509150,37510299,37509991,37510054,overlap,0
ENSG00000234160.1,L1MC3,L1,chr9,37509150,37510299,37510355,37510517,proximal,56
ENSG00000234160.1,L1ME1,L1,chr9,37509150,37510299,37513318,37513599,proximal,3019
ENSG00000234160.1,L1MD3,L1,chr9,37509150,37510299,37513889,37513957,proximal,3590
ENSG00000234160.1,L1PB2,L1,chr9,37509150,37510299,37516534,37516683,proximal,6235
ENSG00000234160.1,L1PB2,L1,chr9,37509150,37510299,37516983,37517367,proximal,6684
ENSG00000234160.1,L1ME4c,L1,chr9,37509150,37510299,37527820,37528061,proximal,17521
ENSG00000234160.1,L1MCc,L1,chr9,37509150,37510299,37534534,37534721,proximal,24235
ENSG00000234160.1,L1MCc,L1,chr9,37509150,37510299,37534889,37535051,proximal,24590
ENSG00000234160.1,L1MCc,L1,chr9,37509150,37510299,37535099,37535324,proximal,24800
ENSG00000234160.1,L1MEc,L1,chr9,37509150,37510299,37545717,37545864,proximal,35418
ENSG00000234160.1,L1MEc,L1,chr9,37509150,37510299,37546154,37546366,proximal,35855
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37546981,37547307,proximal,36682
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37547641,37547676,proximal,37342
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37547963,37548102,proximal,37664
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37548411,37548468,proximal,38112
ENSG00000234160.1,L1ME3,L1,chr9,37509150,37510299,37549335,37549481,proximal,39036
ENSG00000234160.1,L1ME3F,L1,chr9,37509150,37510299,37549487,37549591,proximal,39188
ENSG00000234160.1,HAL1M8,L1,chr9,37509150,37510299,37549593,37549960,proximal,39294
ENSG00000234160.1,L1MC5,L1,chr9,37509150,37510299,37550026,37550133,proximal,39727
ENSG00000234160.1,L1MC5,L1,chr9,37509150,37510299,37550771,37550825,proximal,40472
ENSG00000234160.1,HAL1M8,L1,chr9,37509150,37510299,37553343,37553526,proximal,43044
ENSG00000234160.1,L1MD2,L1,chr9,37509150,37510299,37553573,37553623,proximal,43274
ENSG00000234160.1,L1MD2,L1,chr9,37509150,37510299,37553946,37554451,proximal,43647
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37554457,37555044,proximal,44158
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37555216,37555373,proximal,44917
ENSG00000234160.1,L1ME2z,L1,chr9,37509150,37510299,37555680,37556212,proximal,45381
ENSG00000234160.1,L1MD2,L1,chr9,37509150,37510299,37556230,37556533,proximal,45931
ENSG00000234160.1,L1MD2,L1,chr9,37509150,37510299,37556844,37556857,proximal,46545
ENSG00000234160.1,HAL1M8,L1,chr9,37509150,37510299,37556856,37556937,proximal,46557
ENSG00000244945.1,L1M5,L1,chr5,179595904,179603741,179558897,179559086,proximal,36818
ENSG00000244945.1,L1ME4b,L1,chr5,179595904,179603741,179564703,179565159,proximal,30745
ENSG00000244945.1,L1ME4b,L1,chr5,179595904,179603741,179565478,179565525,proximal,30379
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179565525,179565684,proximal,30220
ENSG00000244945.1,L1ME3G,L1,chr5,179595904,179603741,179565693,179565813,proximal,30091
ENSG00000244945.1,L1MB2,L1,chr5,179595904,179603741,179566642,179566749,proximal,29155
ENSG00000244945.1,L1MA6,L1,chr5,179595904,179603741,179568597,179568700,proximal,27204
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179571115,179571215,proximal,24689
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179571520,179571756,proximal,24148
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179572936,179573305,proximal,22599
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179573829,179574120,proximal,21784
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179574423,179574924,proximal,20980
ENSG00000244945.1,HAL1ME,L1,chr5,179595904,179603741,179574935,179575046,proximal,20858
ENSG00000244945.1,L1MC4a,L1,chr5,179595904,179603741,179575744,179575775,proximal,20129
ENSG00000244945.1,L1MC4a,L1,chr5,179595904,179603741,179576079,179576223,proximal,19681
ENSG00000244945.1,L1ME4b,L1,chr5,179595904,179603741,179578593,179578631,proximal,17273
ENSG00000244945.1,L1ME4b,L1,chr5,179595904,179603741,179578943,179579131,proximal,16773
ENSG00000244945.1,L1ME3,L1,chr5,179595904,179603741,179579976,179580201,proximal,15703
ENSG00000244945.1,L1M3,L1,chr5,179595904,179603741,179582018,179582223,proximal,13681
ENSG00000244945.1,L1M3,L1,chr5,179595904,179603741,179582524,179582542,proximal,13362
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179588628,179588730,proximal,7174
ENSG00000244945.1,L1ME4a,L1,chr5,179595904,179603741,179589030,179589265,proximal,6639
ENSG00000244945.1,L1ME4b,L1,chr5,179595904,179603741,179589313,179589431,proximal,6473
ENSG00000244945.1,L1ME1,L1,chr5,179595904,179603741,179595361,179595539,proximal,365
ENSG00000244945.1,L1ME1,L1,chr5,179595904,179603741,179595849,179596449,overlap,0
ENSG00000244945.1,L1M5,L1,chr5,179595904,179603741,179630382,179630614,proximal,26641
ENSG00000244945.1,L1M5,L1,chr5,179595904,179603741,179637381,179637452,proximal,33640
ENSG00000244945.1,L1M5,L1,chr5,179595904,179603741,179637962,179638099,proximal,34221
ENSG00000244945.1,L1PA17,L1,chr5,179595904,179603741,179648249,179648418,proximal,44508
ENSG00000244945.1,L1MC3,L1,chr5,179595904,179603741,179648424,179648511,proximal,44683
ENSG00000278445.1,L1MC4,L1,chr13,102903339,102904000,102863375,102863481,proximal,39858
ENSG00000278445.1,L1MC4,L1,chr13,102903339,102904000,102864175,102864991,proximal,38348
ENSG00000278445.1,L1MB8,L1,chr13,102903339,102904000,102868933,102869015,proximal,34324
ENSG00000278445.1,L1ME4c,L1,chr13,102903339,102904000,102874454,102874529,proximal,28810
ENSG00000278445.1,L1ME4c,L1,chr13,102903339,102904000,102874819,102874919,proximal,28420
ENSG00000278445.1,L1MEg,L1,chr13,102903339,102904000,102877957,102878456,proximal,24883
ENSG00000278445.1,L1MEg,L1,chr13,102903339,102904000,102878517,102878642,proximal,24697
ENSG00000278445.1,L1MEg,L1,chr13,102903339,102904000,102878743,102878791,proximal,24548
ENSG00000278445.1,L1MD1,L1,chr13,102903339,102904000,102906774,102906857,proximal,2774
ENSG00000278445.1,L1MB8,L1,chr13,102903339,102904000,102907131,102907302,proximal,3131
ENSG00000278445.1,L1MA8,L1,chr13,102903339,102904000,102912335,102912596,proximal,8335
ENSG00000278445.1,L1PA8,L1,chr13,102903339,102904000,102916863,102916910,proximal,12863
ENSG00000278445.1,L1MEd,L1,chr13,102903339,102904000,102917937,102918410,proximal,13937
ENSG00000278445.1,L1PA15,L1,chr13,102903339,102904000,102918422,102920358,proximal,14422
ENSG00000278445.1,L1MEd,L1,chr13,102903339,102904000,102920382,102920982,proximal,16382
ENSG00000278445.1,L1MEi,L1,chr13,102903339,102904000,102921297,102921531,proximal,17297
ENSG00000278445.1,L1MEd,L1,chr13,102903339,102904000,102921599,102922005,proximal,17599
ENSG00000278445.1,L1PA13,L1,chr13,102903339,102904000,102924325,102925174,proximal,20325
ENSG00000278445.1,L1MC3,L1,chr13,102903339,102904000,102938969,102939259,proximal,34969
ENSG00000278445.1,L1MC3,L1,chr13,102903339,102904000,102939567,102939754,proximal,35567
ENSG00000278445.1,L1MC3,L1,chr13,102903339,102904000,102939931,102940316,proximal,35931
ENSG00000278445.1,L1PA8,L1,chr13,102903339,102904000,102950629,102950980,proximal,46629
ENSG00000227496.3,L1MA10,L1,chr1,225700264,225752258,225661278,225661345,proximal,38919
ENSG00000227496.3,L1ME2,L1,chr1,225700264,225752258,225668838,225669565,proximal,30699
ENSG00000227496.3,L1ME2,L1,chr1,225700264,225752258,225669861,225669895,proximal,30369
ENSG00000227496.3,L1ME2,L1,chr1,225700264,225752258,225670527,225670622,proximal,29642
ENSG00000227496.3,L1ME4a,L1,chr1,225700264,225752258,225674479,225674797,proximal,25467
ENSG00000227496.3,L1MB3,L1,chr1,225700264,225752258,225675390,225676032,proximal,24232
ENSG00000227496.3,L1MB2,L1,chr1,225700264,225752258,225676474,225676523,proximal,23741
ENSG00000227496.3,L1MB3,L1,chr1,225700264,225752258,225680372,225680823,proximal,19441
ENSG00000227496.3,L1ME3F,L1,chr1,225700264,225752258,225686235,225686485,proximal,13779
ENSG00000227496.3,L1ME3F,L1,chr1,225700264,225752258,225686789,225687100,proximal,13164
ENSG00000227496.3,L1ME3F,L1,chr1,225700264,225752258,225688193,225688460,proximal,11804
ENSG00000227496.3,L1ME3F,L1,chr1,225700264,225752258,225688780,225688857,proximal,11407
ENSG00000227496.3,L1ME4a,L1,chr1,225700264,225752258,225699140,225699319,proximal,945
ENSG00000227496.3,L1PA8,L1,chr1,225700264,225752258,225712031,225712049,overlap,0
ENSG00000227496.3,L1PA8,L1,chr1,225700264,225752258,225712088,225712251,overlap,0
ENSG00000227496.3,L1MB7,L1,chr1,225700264,225752258,225712410,225712711,overlap,0
ENSG00000227496.3,L1MB7,L1,chr1,225700264,225752258,225713016,225713392,overlap,0
ENSG00000227496.3,L1MB7,L1,chr1,225700264,225752258,225714377,225714758,overlap,0
ENSG00000227496.3,L1ME4a,L1,chr1,225700264,225752258,225715503,225715598,overlap,0
ENSG00000227496.3,L1M5,L1,chr1,225700264,225752258,225727814,225728134,overlap,0
ENSG00000227496.3,L1ME4a,L1,chr1,225700264,225752258,225729994,225730123,overlap,0
ENSG00000227496.3,L1ME4a,L1,chr1,225700264,225752258,225730412,225730525,overlap,0
ENSG00000227496.3,L1M,L1,chr1,225700264,225752258,225741677,225741725,overlap,0
ENSG00000227496.3,L1PA10,L1,chr1,225700264,225752258,225742008,225742093,overlap,0
ENSG00000227496.3,L1PA10,L1,chr1,225700264,225752258,225742692,225742789,overlap,0
ENSG00000227496.3,L1PA10,L1,chr1,225700264,225752258,225743099,225743389,overlap,0
ENSG00000227496.3,L1PA10,L1,chr1,225700264,225752258,225743700,225743762,overlap,0
ENSG00000227496.3,L1PA10,L1,chr1,225700264,225752258,225744068,225744390,overlap,0
ENSG00000227496.3,L1PA10,L1,chr1,225700264,225752258,225744417,225744429,overlap,0
ENSG00000227496.3,L1ME3Cz,L1,chr1,225700264,225752258,225759700,225760007,proximal,7442
ENSG00000227496.3,L1ME3Cz,L1,chr1,225700264,225752258,225760303,225760594,proximal,8045
ENSG00000227496.3,L1ME3Cz,L1,chr1,225700264,225752258,225760857,225761262,proximal,8599
ENSG00000227496.3,L1ME3Cz,L1,chr1,225700264,225752258,225761560,225761590,proximal,9302
ENSG00000227496.3,L1MC5a,L1,chr1,225700264,225752258,225761566,225761868,proximal,9308
ENSG00000227496.3,L1PA17,L1,chr1,225700264,225752258,225774631,225774781,proximal,22373
ENSG00000227496.3,L1PA17,L1,chr1,225700264,225752258,225775174,225775395,proximal,22916
ENSG00000227496.3,L1M5,L1,chr1,225700264,225752258,225795407,225795558,proximal,43149
ENSG00000227496.3,L1MC,L1,chr1,225700264,225752258,225801706,225802044,proximal,49448
ENSG00000271122.1,L1ME4b,L1,chr7,35695214,35699413,35645222,35645313,proximal,49901
ENSG00000271122.1,L1ME4b,L1,chr7,35695214,35699413,35645453,35645541,proximal,49673
ENSG00000271122.1,L1ME4b,L1,chr7,35695214,35699413,35645733,35645969,proximal,49245
ENSG00000271122.1,L1M5,L1,chr7,35695214,35699413,35648111,35648229,proximal,46985
ENSG00000271122.1,L1MA4A,L1,chr7,35695214,35699413,35650086,35651887,proximal,43327
ENSG00000271122.1,L1MA4A,L1,chr7,35695214,35699413,35652372,35653858,proximal,41356
ENSG00000271122.1,L1MA4A,L1,chr7,35695214,35699413,35654008,35654673,proximal,40541
ENSG00000271122.1,L1MA4A,L1,chr7,35695214,35699413,35655152,35655879,proximal,39335
ENSG00000271122.1,L1MA4A,L1,chr7,35695214,35699413,35656191,35657478,proximal,37736
ENSG00000271122.1,L1MA4A,L1,chr7,35695214,35699413,35657941,35658591,proximal,36623
ENSG00000271122.1,L1PA5,L1,chr7,35695214,35699413,35659882,35664948,proximal,30266
ENSG00000271122.1,L1PA5,L1,chr7,35695214,35699413,35664949,35665731,proximal,29483
ENSG00000271122.1,L1MC1,L1,chr7,35695214,35699413,35671959,35672301,proximal,22913
ENSG00000271122.1,L1MC5a,L1,chr7,35695214,35699413,35675574,35675737,proximal,19477
ENSG00000271122.1,L1MC5a,L1,chr7,35695214,35699413,35676001,35676370,proximal,18844
ENSG00000271122.1,L1MC5a,L1,chr7,35695214,35699413,35676384,35677409,proximal,17805
ENSG00000271122.1,L1MB7,L1,chr7,35695214,35699413,35681306,35682027,proximal,13187
ENSG00000271122.1,L1PB1,L1,chr7,35695214,35699413,35682390,35684104,proximal,11110
ENSG00000271122.1,L1PB1,L1,chr7,35695214,35699413,35684414,35684903,proximal,10311
ENSG00000271122.1,L1PB1,L1,chr7,35695214,35699413,35699025,35699280,overlap,0
ENSG00000271122.1,L1ME3Cz,L1,chr7,35695214,35699413,35711388,35711441,proximal,11975
ENSG00000271122.1,L1PA15,L1,chr7,35695214,35699413,35711711,35712196,proximal,12298
ENSG00000271122.1,L1MD2,L1,chr7,35695214,35699413,35719560,35719693,proximal,20147
ENSG00000271122.1,L1MC,L1,chr7,35695214,35699413,35723523,35723848,proximal,24110
ENSG00000271122.1,L1ME3G,L1,chr7,35695214,35699413,35728263,35728391,proximal,28850
ENSG00000271122.1,L1ME1,L1,chr7,35695214,35699413,35735820,35735945,proximal,36407
ENSG00000271122.1,L1ME2z,L1,chr7,35695214,35699413,35736560,35737175,proximal,37147
ENSG00000271122.1,L1ME2z,L1,chr7,35695214,35699413,35737492,35737883,proximal,38079
ENSG00000271122.1,L1ME2z,L1,chr7,35695214,35699413,35738190,35738350,proximal,38777
ENSG00000271122.1,L1ME2z,L1,chr7,35695214,35699413,35738652,35738677,proximal,39239
ENSG00000271122.1,L1M5,L1,chr7,35695214,35699413,35739037,35739224,proximal,39624
ENSG00000271122.1,L1PA5,L1,chr7,35695214,35699413,35739212,35744635,proximal,39799
ENSG00000271122.1,L1PB2,L1,chr7,35695214,35699413,35746775,35747131,proximal,47362
ENSG00000271122.1,L1MC5a,L1,chr7,35695214,35699413,35749102,35749223,proximal,49689
ENSG00000197815.4,L1M5,L1,chr17,17858227,17860041,17832534,17832638,proximal,25589
ENSG00000197815.4,L1M5,L1,chr17,17858227,17860041,17832950,17833037,proximal,25190
ENSG00000197815.4,L1ME1,L1,chr17,17858227,17860041,17833487,17833692,proximal,24535
ENSG00000197815.4,L1ME4a,L1,chr17,17858227,17860041,17834068,17834103,proximal,24124
ENSG00000197815.4,L1ME4a,L1,chr17,17858227,17860041,17834389,17834475,proximal,23752
ENSG00000197815.4,L1MB8,L1,chr17,17858227,17860041,17842884,17843035,proximal,15192
ENSG00000197815.4,L1ME4b,L1,chr17,17858227,17860041,17869768,17870101,proximal,9727
ENSG00000197815.4,L1ME2z,L1,chr17,17858227,17860041,17873184,17873338,proximal,13143
ENSG00000197815.4,L1ME4a,L1,chr17,17858227,17860041,17879256,17879414,proximal,19215
ENSG00000197815.4,L1ME3A,L1,chr17,17858227,17860041,17890297,17890334,proximal,30256
ENSG00000197815.4,L1ME3A,L1,chr17,17858227,17860041,17890411,17890636,proximal,30370
ENSG00000197815.4,L1ME3A,L1,chr17,17858227,17860041,17890659,17890872,proximal,30618
ENSG00000197815.4,L1ME4b,L1,chr17,17858227,17860041,17898707,17899174,proximal,38666
ENSG00000197815.4,L1MB3,L1,chr17,17858227,17860041,17908191,17908901,proximal,48150
ENSG00000197815.4,L1MB3,L1,chr17,17858227,17860041,17909210,17909747,proximal,49169
ENSG00000197815.4,L1MB3,L1,chr17,17858227,17860041,17910036,17910103,proximal,49995
ENSG00000290833.1,L1MC4,L1,chr7,74843754,74890610,74794616,74794818,proximal,48936
ENSG00000290833.1,L1MC4,L1,chr7,74843754,74890610,74794961,74795034,proximal,48720
ENSG00000290833.1,L1MC4,L1,chr7,74843754,74890610,74795350,74795365,proximal,48389
ENSG00000290833.1,L1PA10,L1,chr7,74843754,74890610,74800645,74800815,proximal,42939
ENSG00000290833.1,L1M5,L1,chr7,74843754,74890610,74805440,74805548,proximal,38206
ENSG00000290833.1,L1ME4b,L1,chr7,74843754,74890610,74806106,74806282,proximal,37472
ENSG00000290833.1,L1MC5a,L1,chr7,74843754,74890610,74811411,74811537,proximal,32217
ENSG00000290833.1,L1MC5a,L1,chr7,74843754,74890610,74811847,74812096,proximal,31658
ENSG00000290833.1,L1MEg,L1,chr7,74843754,74890610,74815767,74815900,proximal,27854
ENSG00000290833.1,L1PA8A,L1,chr7,74843754,74890610,74821904,74822037,proximal,21717
ENSG00000290833.1,L1PB4,L1,chr7,74843754,74890610,74825748,74825788,proximal,17966
ENSG00000290833.1,L1PB4,L1,chr7,74843754,74890610,74826084,74826259,proximal,17495
ENSG00000290833.1,L1PB4,L1,chr7,74843754,74890610,74826559,74826699,proximal,17055
ENSG00000290833.1,L1PB4,L1,chr7,74843754,74890610,74827010,74827295,proximal,16459
ENSG00000290833.1,L1M3,L1,chr7,74843754,74890610,74828105,74828388,proximal,15366
ENSG00000290833.1,L1M3,L1,chr7,74843754,74890610,74828695,74829104,proximal,14650
ENSG00000290833.1,L1M3,L1,chr7,74843754,74890610,74829426,74829599,proximal,14155
ENSG00000290833.1,L1M3,L1,chr7,74843754,74890610,74829902,74830077,proximal,13677
ENSG00000290833.1,L1PA16,L1,chr7,74843754,74890610,74830531,74830883,proximal,12871
ENSG00000290833.1,L1MC4,L1,chr7,74843754,74890610,74834985,74835137,proximal,8617
ENSG00000290833.1,L1MB8,L1,chr7,74843754,74890610,74841689,74841843,proximal,1911
ENSG00000290833.1,L1MB8,L1,chr7,74843754,74890610,74842149,74842216,proximal,1538
ENSG00000290833.1,L1MB8,L1,chr7,74843754,74890610,74842853,74842913,proximal,841
ENSG00000290833.1,L1MB7,L1,chr7,74843754,74890610,74850247,74850732,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74853597,74854227,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74854795,74855100,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74855401,74855438,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74855730,74855954,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74856294,74856956,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74857257,74857650,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74857959,74858220,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74858826,74858922,overlap,0
ENSG00000290833.1,L1MB4,L1,chr7,74843754,74890610,74859860,74860001,overlap,0
ENSG00000290833.1,L1ME3G,L1,chr7,74843754,74890610,74861809,74862310,overlap,0
ENSG00000290833.1,L1ME3G,L1,chr7,74843754,74890610,74862610,74862631,overlap,0
ENSG00000290833.1,L1ME3G,L1,chr7,74843754,74890610,74862763,74862900,overlap,0
ENSG00000290833.1,L1ME3G,L1,chr7,74843754,74890610,74863536,74863623,overlap,0
ENSG00000290833.1,L1ME3G,L1,chr7,74843754,74890610,74863926,74864083,overlap,0
ENSG00000290833.1,L1ME3B,L1,chr7,74843754,74890610,74878875,74878940,overlap,0
ENSG00000290833.1,L1ME3B,L1,chr7,74843754,74890610,74879276,74879637,overlap,0
ENSG00000290833.1,L1MEd,L1,chr7,74843754,74890610,74879637,74879721,overlap,0
ENSG00000290833.1,L1MEd,L1,chr7,74843754,74890610,74880030,74880207,overlap,0
ENSG00000290833.1,L1MEd,L1,chr7,74843754,74890610,74880358,74880382,overlap,0
ENSG00000290833.1,L1MEd,L1,chr7,74843754,74890610,74880655,74880686,overlap,0
ENSG00000290833.1,L1M5,L1,chr7,74843754,74890610,74886166,74886201,overlap,0
ENSG00000290833.1,L1M5,L1,chr7,74843754,74890610,74886507,74886609,overlap,0
ENSG00000290833.1,L1ME3D,L1,chr7,74843754,74890610,74886715,74886988,overlap,0
ENSG00000290833.1,L1ME3B,L1,chr7,74843754,74890610,74888902,74888975,overlap,0
ENSG00000290833.1,L1ME3B,L1,chr7,74843754,74890610,74889013,74889108,overlap,0
ENSG00000290833.1,X9_LINE,L1,chr7,74843754,74890610,74894026,74894095,proximal,3416
ENSG00000290833.1,L1ME4a,L1,chr7,74843754,74890610,74898656,74898868,proximal,8046
ENSG00000290833.1,L1MA5,L1,chr7,74843754,74890610,74920949,74921118,proximal,30339
ENSG00000290833.1,L1MA5,L1,chr7,74843754,74890610,74921418,74921480,proximal,30808
ENSG00000290833.1,L1MA5,L1,chr7,74843754,74890610,74921786,74921875,proximal,31176
ENSG00000290833.1,L1MCa,L1,chr7,74843754,74890610,74924758,74925017,proximal,34148
ENSG00000290833.1,L1MB1,L1,chr7,74843754,74890610,74925029,74925185,proximal,34419
ENSG00000290833.1,L1MB1,L1,chr7,74843754,74890610,74925441,74925575,proximal,34831
ENSG00000290833.1,L1MC5a,L1,chr7,74843754,74890610,74926394,74926578,proximal,35784
ENSG00000290833.1,L1MEi,L1,chr7,74843754,74890610,74934858,74935020,proximal,44248
ENSG00000290833.1,L1MEi,L1,chr7,74843754,74890610,74935330,74935460,proximal,44720
ENSG00000290833.1,L1ME3C,L1,chr7,74843754,74890610,74936441,74937066,proximal,45831
ENSG00000290833.1,L1ME1,L1,chr7,74843754,74890610,74937075,74937581,proximal,46465
ENSG00000290833.1,L1MC,L1,chr7,74843754,74890610,74938226,74938653,proximal,47616
ENSG00000290833.1,L1MC,L1,chr7,74843754,74890610,74938953,74939027,proximal,48343
ENSG00000290833.1,L1MA7,L1,chr7,74843754,74890610,74939577,74939644,proximal,48967
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109693598,109693849,proximal,40317
ENSG00000255650.6,L1ME1,L1,chr12,109734166,109773508,109694139,109694273,proximal,39893
ENSG00000255650.6,L1ME2z,L1,chr12,109734166,109773508,109705162,109705286,proximal,28880
ENSG00000255650.6,L1ME4a,L1,chr12,109734166,109773508,109734628,109734701,overlap,0
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109745037,109745670,overlap,0
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109745804,109746192,overlap,0
ENSG00000255650.6,L1MB8,L1,chr12,109734166,109773508,109746620,109746891,overlap,0
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109747395,109749100,overlap,0
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109749405,109750383,overlap,0
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109750465,109751628,overlap,0
ENSG00000255650.6,L1ME4b,L1,chr12,109734166,109773508,109751654,109751902,overlap,0
ENSG00000255650.6,L1ME3G,L1,chr12,109734166,109773508,109751898,109752112,overlap,0
ENSG00000255650.6,L1M5,L1,chr12,109734166,109773508,109754033,109754272,overlap,0
ENSG00000255650.6,L1M3,L1,chr12,109734166,109773508,109754970,109755287,overlap,0
ENSG00000255650.6,L1M3,L1,chr12,109734166,109773508,109755627,109757105,overlap,0
ENSG00000255650.6,L1M5,L1,chr12,109734166,109773508,109757249,109757352,overlap,0
ENSG00000255650.6,L1M5,L1,chr12,109734166,109773508,109757451,109757653,overlap,0
ENSG00000255650.6,L1MD,L1,chr12,109734166,109773508,109757626,109757701,overlap,0
ENSG00000255650.6,L1ME3A,L1,chr12,109734166,109773508,109766661,109766892,overlap,0
ENSG00000255650.6,L1ME3A,L1,chr12,109734166,109773508,109767207,109767245,overlap,0
ENSG00000255650.6,L1ME3A,L1,chr12,109734166,109773508,109767509,109767889,overlap,0
ENSG00000255650.6,L1MB4,L1,chr12,109734166,109773508,109784517,109784547,proximal,11009
ENSG00000255650.6,L1MB4,L1,chr12,109734166,109773508,109784888,109785017,proximal,11380
ENSG00000255650.6,L1MB4,L1,chr12,109734166,109773508,109785310,109785357,proximal,11802
